VS__Z,VS__u,VS__w,VS__ezz,VS__kzz,VS__szz_bot,VS__szz_top,VS__sth_bot,VS__sth_top,S__Z,S__u,S__w,S__ezz,S__kzz,S__szz_bot,S__szz_top,S__sth_bot,S__sth_top,B__Z,B__u,B__w,B__ezz,B__kzz,B__szz_bot,B__szz_top,B__sth_bot,B__sth_top,I__Z,I__u,I__w,I__ezz,I__kzz,I__szz_Iot,I__szz_top,I__sth_Iot,I__sth_top,Q__Z,Q__u,Q__w,Q__ezz,Q__kzz,Q__szz_Qot,Q__szz_top,Q__sth_Qot,Q__sth_top
15083.2,0.249495752,-2.24179234,-0.000114773,-7.33E-10,-18.64508121,-18.64443696,14.3661358,14.36632907,11489.2,0.366889675,-1.433855227,-9.05E-05,-3.72E-09,-11.83598724,-11.83353368,20.90851548,20.90925155,9296,0.384340746,-1.045715358,-6.51E-05,-6.90E-09,-6.850452768,-6.845902236,20.55314335,20.55450851,,,,,,,,,,,,,,,,,,
15090.4,0.249396592,-2.242618366,-0.000114678,-7.32E-10,-18.62687773,-18.62623379,14.36366403,14.36385721,11497.4,0.366561274,-1.434597028,-9.04E-05,-3.72E-09,-11.81084887,-11.80839647,20.8941636,20.89489932,9312,0.383271762,-1.046754202,-6.48E-05,-6.90E-09,-6.807944297,-6.803397438,20.5030145,20.50437856,,,,,,,,,,,,,,,,,,
15097.6,0.249297394,-2.243443709,-0.000114584,-7.32E-10,-18.60867738,-18.60803376,14.36118828,14.36138136,11505.6,0.366232623,-1.435337622,-9.02E-05,-3.72E-09,-11.78572777,-11.78327654,20.87978987,20.88052524,9328,0.382201014,-1.047788444,-6.45E-05,-6.89E-09,-6.765539764,-6.760996576,20.45275063,20.45411359,,,,,,,,,,,,,,,,,,
15104.8,0.249198158,-2.244268371,-0.000114489,-7.32E-10,-18.59048017,-18.58983687,14.35870855,14.35890154,11513.8,0.365903722,-1.436077009,-9.01E-05,-3.72E-09,-11.76062398,-11.7581739,20.86539428,20.86612931,9344,0.381128501,-1.048818091,-6.42E-05,-6.88E-09,-6.723239446,-6.718699932,20.40235174,20.40371359,,,,,,,,,,,,,,,,,,
15112,0.249098884,-2.245092351,-0.000114394,-7.31E-10,-18.57228611,-18.57164313,14.35622485,14.35641774,11522,0.365574571,-1.43681519,-8.99E-05,-3.71E-09,-11.73553751,-11.73308859,20.85097684,20.85171152,9360,0.380054225,-1.049843147,-6.39E-05,-6.88E-09,-6.681043626,-6.676507783,20.35181781,20.35317856,,,,,,,,,,,,,,,,,,
15119.2,0.248999572,-2.245915649,-0.0001143,-7.31E-10,-18.55409519,-18.55345253,14.35373717,14.35392996,11530.2,0.365245171,-1.437552166,-8.98E-05,-3.71E-09,-11.71046839,-11.70802064,20.83653755,20.83727187,9376,0.378978189,-1.050863617,-6.36E-05,-6.87E-09,-6.638952581,-6.634420411,20.30114886,20.30250851,,,,,,,,,,,,,,,,,,
15126.4,0.248900222,-2.246738266,-0.000114205,-7.31E-10,-18.53590743,-18.5352651,14.35124551,14.35143821,11538.4,0.364915521,-1.438287936,-8.97E-05,-3.71E-09,-11.68541666,-11.68297006,20.82207639,20.82281037,9392,0.377900393,-1.051879506,-6.34E-05,-6.87E-09,-6.596966591,-6.592438094,20.25034488,20.25170343,,,,,,,,,,,,,,,,,,
15133.6,0.248800834,-2.2475602,-0.00011411,-7.30E-10,-18.51772283,-18.51708082,14.34874987,14.34894247,11546.6,0.364585621,-1.439022502,-8.95E-05,-3.71E-09,-11.66038232,-11.65793689,20.80759338,20.80832701,9408,0.376820838,-1.05289082,-6.31E-05,-6.86E-09,-6.555085937,-6.550561112,20.19940587,20.20076331,,,,,,,,,,,,,,,,,,
15140.8,0.248701408,-2.248381454,-0.000114016,-7.30E-10,-18.4995414,-18.4988997,14.34625025,14.34644276,11554.8,0.364255472,-1.439755863,-8.94E-05,-3.71E-09,-11.63536542,-11.63292115,20.79308852,20.7938218,9424,0.375739527,-1.053897564,-6.28E-05,-6.86E-09,-6.513310897,-6.508789744,20.14833183,20.14968818,,,,,,,,,,,,,,,,,,
15148,0.248601945,-2.249202025,-0.000113921,-7.30E-10,-18.48136313,-18.48072176,14.34374666,14.34393907,11563,0.363925074,-1.440488021,-8.92E-05,-3.71E-09,-11.61036598,-11.60792287,20.7785618,20.77929474,9440,0.37465646,-1.054899742,-6.25E-05,-6.85E-09,-6.471641751,-6.467124271,20.09712277,20.09847801,,,,,,,,,,,,,,,,,,
15155.2,0.248502444,-2.250021916,-0.000113826,-7.29E-10,-18.46318804,-18.46254699,14.34123908,14.3414314,11571.2,0.363594427,-1.441218975,-8.91E-05,-3.70E-09,-11.58538402,-11.58294207,20.76401323,20.76474582,9456,0.373571639,-1.055897361,-6.22E-05,-6.85E-09,-6.430078779,-6.425564972,20.04577867,20.04713281,,,,,,,,,,,,,,,,,,
15162.4,0.248402905,-2.250841125,-0.000113732,-7.29E-10,-18.44501613,-18.4443754,14.33872753,14.33891975,11579.4,0.36326353,-1.441948726,-8.89E-05,-3.70E-09,-11.56041958,-11.55797878,20.7494428,20.75017504,9472,0.372485066,-1.056890425,-6.19E-05,-6.84E-09,-6.388622261,-6.384112126,19.99429955,19.99565259,,,,,,,,,,,,,,,,,,
15169.6,0.248303328,-2.251659652,-0.000113637,-7.28E-10,-18.42684741,-18.426207,14.336212,14.33640413,11587.6,0.362932385,-1.442677275,-8.88E-05,-3.70E-09,-11.53547267,-11.53303303,20.73485052,20.73558241,9488,0.371396741,-1.05787894,-6.16E-05,-6.83E-09,-6.347272476,-6.342766013,19.9426854,19.94403734,,,,,,,,,,,,,,,,,,
15176.8,0.248203713,-2.252477499,-0.000113542,-7.28E-10,-18.40868187,-18.40804178,14.3336925,14.33388452,11595.8,0.362600991,-1.443404621,-8.86E-05,-3.70E-09,-11.51054332,-11.50810484,20.72023638,20.72096792,9504,0.370306667,-1.058862912,-6.14E-05,-6.83E-09,-6.306029703,-6.301526913,19.89093623,19.89228706,,,,,,,,,,,,,,,,,,
15184,0.248104061,-2.253294664,-0.000113448,-7.28E-10,-18.39051954,-18.38987977,14.33116901,14.33136094,11604,0.362269348,-1.444130766,-8.85E-05,-3.70E-09,-11.48563156,-11.48319424,20.70560038,20.70633158,9520,0.369214845,-1.059842344,-6.11E-05,-6.82E-09,-6.264894222,-6.260395105,19.83905202,19.84040176,,,,,,,,,,,,,,,,,,
15191.2,0.248004371,-2.254111149,-0.000113353,-7.27E-10,-18.3723604,-18.37172095,14.32864155,14.32883338,11612.2,0.361937456,-1.44485571,-8.83E-05,-3.69E-09,-11.46073742,-11.45830126,20.69094253,20.69167338,9536,0.368121276,-1.060817243,-6.08E-05,-6.82E-09,-6.223866313,-6.219370868,19.78703279,19.78838143,,,,,,,,,,,,,,,,,,
15198.4,0.247904643,-2.254926952,-0.000113259,-7.27E-10,-18.35420446,-18.35356534,14.3261101,14.32630184,11620.4,0.361605317,-1.445579453,-8.82E-05,-3.69E-09,-11.43586092,-11.43342592,20.67626283,20.67699332,9552,0.367025961,-1.061787615,-6.05E-05,-6.81E-09,-6.182946256,-6.178454483,19.73487853,19.73622606,,,,,,,,,,,,,,,,,,
15205.6,0.247804878,-2.255742074,-0.000113164,-7.27E-10,-18.33605174,-18.33541294,14.32357468,14.32376633,11628.6,0.361272928,-1.446301996,-8.80E-05,-3.69E-09,-11.41100208,-11.40856825,20.66156126,20.66229142,9568,0.365928902,-1.062753464,-6.02E-05,-6.81E-09,-6.142134329,-6.137646229,19.68258924,19.68393567,,,,,,,,,,,,,,,,,,
15212.8,0.247705074,-2.256556516,-0.00011307,-7.26E-10,-18.31790223,-18.31726375,14.32103529,14.32122683,11636.8,0.360940292,-1.447023339,-8.79E-05,-3.69E-09,-11.38616094,-11.38372827,20.64683785,20.64756765,9584,0.364830101,-1.063714796,-5.99E-05,-6.80E-09,-6.101430813,-6.096946385,19.63016493,19.63151026,,,,,,,,,,,,,,,,,,
15220,0.247605234,-2.257370277,-0.000112975,-7.26E-10,-18.29975595,-18.29911778,14.31849191,14.31868336,11645,0.360607408,-1.447743483,-8.77E-05,-3.69E-09,-11.36133753,-11.35890601,20.63209258,20.63282203,9600,0.363729558,-1.064671616,-5.97E-05,-6.80E-09,-6.060835987,-6.056355232,19.57760559,19.57894981,,,,,,,,,,,,,,,,,,
15227.2,0.247505355,-2.258183357,-0.000112881,-7.26E-10,-18.28161289,-18.28097504,14.31594456,14.31613591,11653.2,0.360274275,-1.448462428,-8.76E-05,-3.69E-09,-11.33653186,-11.3341015,20.61732545,20.61805456,9616,0.362627276,-1.06562393,-5.94E-05,-6.79E-09,-6.020350131,-6.015873048,19.52491121,19.52625434,,,,,,,,,,,,,,,,,,
15234.4,0.247405439,-2.258995757,-0.000112786,-7.25E-10,-18.26347305,-18.26283554,14.31339322,14.31358448,11661.4,0.359940895,-1.449180174,-8.75E-05,-3.68E-09,-11.31174396,-11.30931476,20.60253647,20.60326523,9632,0.361523256,-1.066571744,-5.91E-05,-6.78E-09,-5.979973524,-5.975500114,19.47208182,19.47342384,,,,,,,,,,,,,,,,,,
15241.6,0.247305486,-2.259807476,-0.000112691,-7.25E-10,-18.24533646,-18.24469926,14.31083791,14.31102907,11669.6,0.359607267,-1.449896723,-8.73E-05,-3.68E-09,-11.28697386,-11.28454582,20.58772563,20.58845404,9648,0.360417498,-1.067515062,-5.88E-05,-6.78E-09,-5.939706446,-5.935236708,19.41911739,19.42045831,,,,,,,,,,,,,,,,,,
15248.8,0.247205494,-2.260618514,-0.000112597,-7.24E-10,-18.2272031,-18.22656623,14.30827862,14.30846969,11677.8,0.359273391,-1.450612074,-8.72E-05,-3.68E-09,-11.26222159,-11.25979471,20.57289294,20.573621,9664,0.359310006,-1.068453891,-5.85E-05,-6.77E-09,-5.899549176,-5.895083111,19.36601793,19.36735775,,,,,,,,,,,,,,,,,,
15256,0.247105466,-2.261428872,-0.000112502,-7.24E-10,-18.209073,-18.20843644,14.30571536,14.30590632,11686,0.358939268,-1.451326228,-8.70E-05,-3.68E-09,-11.23748717,-11.23506145,20.55803839,20.55876611,9680,0.358200779,-1.069388235,-5.83E-05,-6.77E-09,-5.859501995,-5.855039602,19.31278345,19.31412217,,,,,,,,,,,,,,,,,,
15263.2,0.247005399,-2.26223855,-0.000112408,-7.24E-10,-18.19094614,-18.1903099,14.30314811,14.30333898,11694.2,0.358604898,-1.452039185,-8.69E-05,-3.68E-09,-11.21277063,-11.21034607,20.54316199,20.54388936,9696,0.357089819,-1.070318102,-5.80E-05,-6.76E-09,-5.819565181,-5.81510646,19.25941394,19.26075156,,,,,,,,,,,,,,,,,,
15270.4,0.246905296,-2.263047547,-0.000112314,-7.23E-10,-18.17282254,-18.17218662,14.30057689,14.30076766,11702.4,0.35827028,-1.452750946,-8.67E-05,-3.68E-09,-11.18807199,-11.18564859,20.52826373,20.52899075,9712,0.355977129,-1.071243495,-5.77E-05,-6.76E-09,-5.779739014,-5.775283966,19.2059094,19.20724592,,,,,,,,,,,,,,,,,,
15277.6,0.246805154,-2.263855865,-0.000112219,-7.23E-10,-18.1547022,-18.1540666,14.29800168,14.29819236,11710.6,0.357935415,-1.453461512,-8.66E-05,-3.67E-09,-11.16339129,-11.16096905,20.51334362,20.51407029,9728,0.354862708,-1.072164421,-5.74E-05,-6.75E-09,-5.740023774,-5.735572398,19.15226984,19.15360525,,,,,,,,,,,,,,,,,,
15284.8,0.246704976,-2.264663502,-0.000112125,-7.23E-10,-18.13658512,-18.13594985,14.2954225,14.29561309,11718.8,0.357600303,-1.454170882,-8.64E-05,-3.67E-09,-11.13872854,-11.13630746,20.49840165,20.49912797,9744,0.35374656,-1.073080886,-5.71E-05,-6.75E-09,-5.70041974,-5.695972037,19.09849524,19.09982955,,,,,,,,,,,,,,,,,,
15292,0.246604759,-2.265470459,-0.00011203,-7.22E-10,-18.11847132,-18.11783637,14.29283935,14.29302983,11727,0.357264944,-1.454879058,-8.63E-05,-3.67E-09,-11.11408377,-11.11166385,20.48343782,20.4841638,9760,0.352628684,-1.073992894,-5.69E-05,-6.74E-09,-5.660927193,-5.656483162,19.04458562,19.04591883,,,,,,,,,,,,,,,,,,
15299.2,0.246504506,-2.266276737,-0.000111936,-7.22E-10,-18.10036079,-18.09972616,14.29025221,14.2904426,11735.2,0.356929339,-1.45558604,-8.61E-05,-3.67E-09,-11.08945702,-11.08703826,20.46845215,20.46917777,9776,0.351509083,-1.074900452,-5.66E-05,-6.73E-09,-5.621546411,-5.617106052,18.99054097,18.99187308,,,,,,,,,,,,,,,,,,
15306.4,0.246404214,-2.267082334,-0.000111841,-7.22E-10,-18.08225354,-18.08161923,14.2876611,14.28785139,11743.4,0.356593487,-1.456291828,-8.60E-05,-3.67E-09,-11.0648483,-11.0624307,20.45344461,20.45416989,9792,0.350387758,-1.075803566,-5.63E-05,-6.73E-09,-5.582277674,-5.577840988,18.93636129,18.9376923,,,,,,,,,,,,,,,,,,
15313.6,0.246303886,-2.267887251,-0.000111747,-7.21E-10,-18.06414958,-18.06351559,14.285066,14.2852562,11751.6,0.356257388,-1.456996422,-8.59E-05,-3.66E-09,-11.04025764,-11.0378412,20.43841522,20.43914015,9808,0.34926471,-1.076702241,-5.60E-05,-6.72E-09,-5.543121262,-5.538688248,18.88204659,18.88337649,,,,,,,,,,,,,,,,,,
15320.8,0.24620352,-2.268691489,-0.000111653,-7.21E-10,-18.04604891,-18.04541524,14.28246693,14.28265703,11759.8,0.355921042,-1.457699824,-8.57E-05,-3.66E-09,-11.01568507,-11.01326979,20.42336398,20.42408856,9824,0.348139942,-1.077596483,-5.58E-05,-6.72E-09,-5.504077454,-5.499648113,18.82759686,18.82892566,,,,,,,,,,,,,,,,,,
15328,0.246103117,-2.269495048,-0.000111558,-7.20E-10,-18.02795153,-18.02731819,14.27986389,14.28005389,11768,0.355584451,-1.458402033,-8.56E-05,-3.66E-09,-10.99113062,-10.9887165,20.40829088,20.40901511,9840,0.347013453,-1.078486298,-5.55E-05,-6.71E-09,-5.46514653,-5.460720861,18.77301209,18.77433979,,,,,,,,,,,,,,,,,,
15335.2,0.246002676,-2.270297926,-0.000111464,-7.20E-10,-18.00985746,-18.00922444,14.27725686,14.27744677,11776.2,0.355247613,-1.45910305,-8.54E-05,-3.66E-09,-10.96659431,-10.96418135,20.39319592,20.39391981,9856,0.345885246,-1.079371691,-5.52E-05,-6.71E-09,-5.42632877,-5.421906773,18.71829231,18.7196189,,,,,,,,,,,,,,,,,,
15342.4,0.245902198,-2.271100125,-0.000111369,-7.20E-10,-17.9917667,-17.99113399,14.27464585,14.27483566,11784.4,0.354910529,-1.459802876,-8.53E-05,-3.66E-09,-10.94207617,-10.93966437,20.37807911,20.37880265,9872,0.344755322,-1.080252668,-5.49E-05,-6.70E-09,-5.387624452,-5.383206129,18.66343749,18.66476299,,,,,,,,,,,,,,,,,,
15349.6,0.245801683,-2.271901645,-0.000111275,-7.19E-10,-17.97367924,-17.97304686,14.27203087,14.27222059,11792.6,0.3545732,-1.460501512,-8.51E-05,-3.66E-09,-10.91757622,-10.91516558,20.36294044,20.36366363,9888,0.343623683,-1.081129236,-5.46E-05,-6.70E-09,-5.349033858,-5.344619206,18.60844764,18.60977204,,,,,,,,,,,,,,,,,,
15356.8,0.24570113,-2.272702485,-0.000111181,-7.19E-10,-17.9555951,-17.95496304,14.26941191,14.26960153,11800.8,0.354235624,-1.461198956,-8.50E-05,-3.65E-09,-10.89309449,-10.89068501,20.34777992,20.34850276,9904,0.342490329,-1.0820014,-5.44E-05,-6.69E-09,-5.310557265,-5.306146286,18.55332277,18.55464607,,,,,,,,,,,,,,,,,,
15364,0.245600541,-2.273502647,-0.000111086,-7.19E-10,-17.93751428,-17.93688254,14.26678897,14.26697849,11809,0.353897803,-1.461895211,-8.48E-05,-3.65E-09,-10.868631,-10.86622268,20.33259754,20.33332004,9920,0.341355263,-1.082869166,-5.41E-05,-6.68E-09,-5.272194955,-5.267787648,18.49806287,18.49938506,,,,,,,,,,,,,,,,,,
15371.2,0.245499914,-2.274302128,-0.000110992,-7.18E-10,-17.91943679,-17.91880537,14.26416205,14.26435148,11817.2,0.353559736,-1.462590276,-8.47E-05,-3.65E-09,-10.84418579,-10.84177863,20.31739331,20.31811546,9936,0.340218486,-1.083732539,-5.38E-05,-6.68E-09,-5.233947205,-5.229543572,18.44266794,18.44398903,,,,,,,,,,,,,,,,,,
15378.4,0.245399249,-2.275100931,-0.000110898,-7.18E-10,-17.90136263,-17.90073153,14.26153116,14.26172049,11825.4,0.353221423,-1.463284152,-8.45E-05,-3.65E-09,-10.81975888,-10.81735288,20.30216722,20.30288902,9952,0.339079999,-1.084591527,-5.35E-05,-6.67E-09,-5.195814297,-5.191414336,18.38713799,18.38845798,,,,,,,,,,,,,,,,,,
15385.6,0.245298548,-2.275899055,-0.000110803,-7.18E-10,-17.88329181,-17.88266103,14.25889628,14.25908552,11833.6,0.352882866,-1.46397684,-8.44E-05,-3.65E-09,-10.79535029,-10.79294545,20.28691928,20.28764073,9968,0.337939803,-1.085446134,-5.33E-05,-6.67E-09,-5.15779651,-5.153400221,18.331473,18.33279189,,,,,,,,,,,,,,,,,,
15392.8,0.245197809,-2.2766965,-0.000110709,-7.17E-10,-17.86522433,-17.86459387,14.25625743,14.25644657,11841.8,0.352544063,-1.46466834,-8.43E-05,-3.65E-09,-10.77096006,-10.76855638,20.27164948,20.27237059,9984,0.336797901,-1.086296367,-5.30E-05,-6.66E-09,-5.119894122,-5.115501506,18.27567299,18.27699078,,,,,,,,,,,,,,,,,,
15400,0.245097033,-2.277493266,-0.000110615,-7.17E-10,-17.84716019,-17.84653005,14.2536146,14.25380364,11850,0.352205014,-1.465358652,-8.41E-05,-3.64E-09,-10.7465882,-10.74418568,20.25635783,20.25707859,10000,0.335654293,-1.087142231,-5.27E-05,-6.66E-09,-5.082107415,-5.077718471,18.21973795,18.22105464,,,,,,,,,,,,,,,,,,
15407.2,0.24499622,-2.278289353,-0.000110521,-7.16E-10,-17.82909941,-17.82846959,14.25096779,14.25115674,11858.2,0.351865721,-1.466047777,-8.40E-05,-3.64E-09,-10.72223475,-10.71983339,20.24104432,20.24176473,10016,0.334508981,-1.087983734,-5.25E-05,-6.65E-09,-5.044436667,-5.040051395,18.16366789,18.16498347,,,,,,,,,,,,,,,,,,
15414.4,0.24489537,-2.279084761,-0.000110426,-7.16E-10,-17.81104198,-17.81041248,14.24831701,14.24850586,11866.4,0.351526183,-1.466735715,-8.38E-05,-3.64E-09,-10.69789972,-10.69549952,20.22570896,20.22642902,10032,0.333361966,-1.08882088,-5.22E-05,-6.65E-09,-5.006882158,-5.002500559,18.10746279,18.10877727,,,,,,,,,,,,,,,,,,
15421.6,0.244794483,-2.279879491,-0.000110332,-7.16E-10,-17.79298791,-17.79235874,14.24566224,14.245851,11874.6,0.3511864,-1.467422468,-8.37E-05,-3.64E-09,-10.67358316,-10.67118412,20.21035174,20.21107145,10048,0.332213251,-1.089653676,-5.19E-05,-6.64E-09,-4.969444167,-4.96506624,18.05112267,18.05243605,,,,,,,,,,,,,,,,,,
15428.8,0.244693558,-2.280673542,-0.000110238,-7.15E-10,-17.77493722,-17.77430836,14.2430035,14.24319216,11882.8,0.350846373,-1.468108035,-8.35E-05,-3.64E-09,-10.64928507,-10.64688719,20.19497266,20.19569203,10064,0.331062835,-1.090482128,-5.16E-05,-6.63E-09,-4.932122974,-4.92774872,17.99464752,17.99595979,,,,,,,,,,,,,,,,,,
15436,0.244592597,-2.281466915,-0.000110144,-7.15E-10,-17.75688989,-17.75626135,14.24034078,14.24052934,11891,0.350506101,-1.468792416,-8.34E-05,-3.64E-09,-10.6250055,-10.62260878,20.17957173,20.18029075,10080,0.329910721,-1.091306242,-5.14E-05,-6.63E-09,-4.89491886,-4.890548278,17.93803734,17.93934851,,,,,,,,,,,,,,,,,,
15443.2,0.244491598,-2.282259609,-0.000110049,-7.15E-10,-17.73884594,-17.73821772,14.23767408,14.23786255,11899.2,0.350165584,-1.469475613,-8.32E-05,-3.63E-09,-10.60074446,-10.5983489,20.16414895,20.16486762,10096,0.32875691,-1.092126025,-5.11E-05,-6.62E-09,-4.857832102,-4.853465193,17.88129213,17.8826022,,,,,,,,,,,,,,,,,,
15450.4,0.244390563,-2.283051625,-0.000109955,-7.14E-10,-17.72080537,-17.72017747,14.23500341,14.23519178,11907.4,0.349824824,-1.470157626,-8.31E-05,-3.63E-09,-10.57650199,-10.57410758,20.14870431,20.14942263,10112,0.327601403,-1.092941482,-5.08E-05,-6.62E-09,-4.820862981,-4.816499745,17.8244119,17.82572087,,,,,,,,,,,,,,,,,,
15457.6,0.24428949,-2.283842962,-0.000109861,-7.14E-10,-17.70276819,-17.70214061,14.23232875,14.23251702,11915.6,0.349483819,-1.470838455,-8.30E-05,-3.63E-09,-10.5522781,-10.54988485,20.13323781,20.13395579,10128,0.326444203,-1.093752619,-5.06E-05,-6.61E-09,-4.784011777,-4.779652213,17.76739663,17.7687045,,,,,,,,,,,,,,,,,,
15464.8,0.24418838,-2.284633622,-0.000109767,-7.14E-10,-17.6847344,-17.68410714,14.22965012,14.2298383,11923.8,0.34914257,-1.471518101,-8.28E-05,-3.63E-09,-10.52807282,-10.52568074,20.11774946,20.11846709,10144,0.32528531,-1.094559443,-5.03E-05,-6.61E-09,-4.747278769,-4.742922878,17.71024634,17.71155311,,,,,,,,,,,,,,,,,,
15472,0.244087234,-2.285423603,-0.000109673,-7.13E-10,-17.66670401,-17.66607707,14.22696751,14.22715559,11932,0.348801077,-1.472196565,-8.27E-05,-3.63E-09,-10.50388619,-10.50149527,20.10223926,20.10295653,10160,0.324124725,-1.095361961,-5.00E-05,-6.60E-09,-4.710664237,-4.706312018,17.65296103,17.65426669,,,,,,,,,,,,,,,,,,
15479.2,0.24398605,-2.286212906,-0.000109578,-7.13E-10,-17.64867701,-17.6480504,14.22428092,14.2244689,11940.2,0.34845934,-1.472873846,-8.25E-05,-3.62E-09,-10.47971822,-10.47732846,20.0867072,20.08742412,10176,0.322962451,-1.096160177,-4.98E-05,-6.60E-09,-4.67416846,-4.669819913,17.59554068,17.59684524,,,,,,,,,,,,,,,,,,
15486.4,0.24388483,-2.287001532,-0.000109484,-7.12E-10,-17.63065343,-17.63002714,14.22159035,14.22177824,11948.4,0.348117359,-1.473549946,-8.24E-05,-3.62E-09,-10.45556895,-10.45318035,20.07115328,20.07186986,10192,0.321798488,-1.096954099,-4.95E-05,-6.59E-09,-4.637791717,-4.633446843,17.53798531,17.53928877,,,,,,,,,,,,,,,,,,
15493.6,0.243783572,-2.287789479,-0.00010939,-7.12E-10,-17.61263326,-17.61200729,14.21889581,14.2190836,11956.6,0.347775135,-1.474224864,-8.22E-05,-3.62E-09,-10.4314384,-10.42905095,20.05557751,20.05629374,10208,0.320632838,-1.097743733,-4.92E-05,-6.58E-09,-4.601534289,-4.597193087,17.48029491,17.48159727,,,,,,,,,,,,,,,,,,
15500.8,0.243682278,-2.288576749,-0.000109296,-7.12E-10,-17.5946165,-17.59399085,14.21619728,14.21638498,11964.8,0.347432668,-1.474898602,-8.21E-05,-3.62E-09,-10.40732659,-10.4049403,20.03997988,20.04069576,10224,0.319465503,-1.098529085,-4.90E-05,-6.58E-09,-4.565396455,-4.561058926,17.42246948,17.42377074,,,,,,,,,,,,,,,,,,
15508,0.243580947,-2.289363341,-0.000109202,-7.11E-10,-17.57660317,-17.57597784,14.21349478,14.21368238,11973,0.347089957,-1.47557116,-8.19E-05,-3.62E-09,-10.38323355,-10.38084843,20.0243604,20.02507593,10240,0.318296484,-1.099310161,-4.87E-05,-6.57E-09,-4.529378495,-4.525044638,17.36450902,17.36580918,,,,,,,,,,,,,,,,,,
15515.2,0.243479579,-2.290149256,-0.000109108,-7.11E-10,-17.55859327,-17.55796826,14.2107883,14.2109758,11981.2,0.346747003,-1.476242538,-8.18E-05,-3.62E-09,-10.35915931,-10.35677535,20.00871906,20.00943425,10256,0.317125782,-1.100086968,-4.84E-05,-6.57E-09,-4.493480688,-4.489150503,17.30641353,17.30771259,,,,,,,,,,,,,,,,,,
15522.4,0.243378174,-2.290934492,-0.000109014,-7.11E-10,-17.54058679,-17.5399621,14.20807784,14.20826525,11989.4,0.346403806,-1.476912736,-8.17E-05,-3.61E-09,-10.3351039,-10.3327211,19.99305587,19.99377071,10272,0.315953398,-1.100859513,-4.82E-05,-6.56E-09,-4.457703313,-4.453376801,17.24818302,17.24948097,,,,,,,,,,,,,,,,,,
15529.6,0.243276732,-2.291719052,-0.00010892,-7.10E-10,-17.52258376,-17.52195939,14.20536341,14.20555072,11997.6,0.346060365,-1.477581757,-8.15E-05,-3.61E-09,-10.31106734,-10.3086857,19.97737082,19.97808531,10288,0.314779335,-1.101627801,-4.79E-05,-6.56E-09,-4.422046651,-4.417723812,17.18981748,17.19111433,,,,,,,,,,,,,,,,,,
15536.8,0.243175253,-2.292502934,-0.000108825,-7.10E-10,-17.50458416,-17.50396012,14.20264499,14.20283221,12005.8,0.345716682,-1.478249599,-8.14E-05,-3.61E-09,-10.28704966,-10.28466917,19.96166391,19.96237806,10304,0.313603594,-1.102391839,-4.76E-05,-6.55E-09,-4.386510981,-4.382191814,17.13131691,17.13261266,,,,,,,,,,,,,,,,,,
15544,0.243073738,-2.293286139,-0.000108731,-7.09E-10,-17.48658802,-17.48596429,14.1999226,14.20010972,12014,0.345372756,-1.478916263,-8.12E-05,-3.61E-09,-10.26305087,-10.26067155,19.94593516,19.94664895,10320,0.312426175,-1.103151634,-4.74E-05,-6.55E-09,-4.351096583,-4.346781088,17.07268132,17.07397596,,,,,,,,,,,,,,,,,,
15551.2,0.242972185,-2.294068666,-0.000108637,-7.09E-10,-17.46859532,-17.46797192,14.19719623,14.19738325,12022.2,0.345028588,-1.47958175,-8.11E-05,-3.61E-09,-10.23907102,-10.23669286,19.93018454,19.93089799,10336,0.311247081,-1.103907191,-4.71E-05,-6.54E-09,-4.315803735,-4.311491913,17.01391069,17.01520424,,,,,,,,,,,,,,,,,,
15558.4,0.242870596,-2.294850517,-0.000108543,-7.09E-10,-17.45060609,-17.449983,14.19446588,14.19465281,12030.4,0.344684177,-1.480246061,-8.09E-05,-3.61E-09,-10.21511013,-10.21273312,19.91441207,19.91512517,10352,0.310066313,-1.104658518,-4.68E-05,-6.53E-09,-4.280632718,-4.276324569,16.95500504,16.95629748,,,,,,,,,,,,,,,,,,
15565.6,0.242768971,-2.29563169,-0.000108449,-7.08E-10,-17.43262031,-17.43199755,14.19173156,14.19191838,12038.6,0.344339523,-1.480909195,-8.08E-05,-3.60E-09,-10.19116822,-10.18879237,19.89861775,19.8993305,10368,0.308883872,-1.105405621,-4.66E-05,-6.53E-09,-4.245583812,-4.241279335,16.89596436,16.8972557,,,,,,,,,,,,,,,,,,
15572.8,0.242667308,-2.296412186,-0.000108355,-7.08E-10,-17.414638,-17.41401556,14.18899325,14.18917998,12046.8,0.343994627,-1.481571154,-8.07E-05,-3.60E-09,-10.16724531,-10.16487063,19.88280157,19.88351397,10384,0.307699759,-1.106148507,-4.63E-05,-6.52E-09,-4.210657295,-4.20635649,16.83678865,16.83807889,,,,,,,,,,,,,,,,,,
15580,0.242565609,-2.297192006,-0.000108261,-7.08E-10,-17.39665917,-17.39603705,14.18625097,14.1864376,12055,0.343649489,-1.482231938,-8.05E-05,-3.60E-09,-10.14334144,-10.14096792,19.86696353,19.86767559,10400,0.306513977,-1.106887181,-4.60E-05,-6.52E-09,-4.175853448,-4.171556316,16.77747792,16.77876706,,,,,,,,,,,,,,,,,,
