R,Zinv,Z,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top,,,,,,,,,,
477.1900000000,60.6000000000,439.0000000000,482.4050000000,0.3983340000,1.0733900000,12.6832000000,0.0034835900,0.0034533600,0.0022640700,0.0022346900,914.9030000000,906.3230000000,727.2850000000,718.8350000000,,,,,,,,,,
479.1370000000,61.1300000000,439.0000000000,484.4220000000,0.4000000000,1.0724200000,12.6530000000,0.0034831000,0.0034535500,0.0022529400,0.0022235700,914.0630000000,905.6320000000,724.8080000000,716.4040000000,,,,,,,,,,
481.0850000000,61.6630000000,438.0000000000,486.4420000000,0.4016680000,1.0713900000,12.6227000000,0.0034831800,0.0034531900,0.0022417000,0.0022123400,913.3390000000,904.8110000000,722.3410000000,713.9110000000,,,,,,,,,,
483.0300000000,62.1982000000,438.0000000000,488.4590000000,0.4033340000,1.0702800000,12.5923000000,0.0034833800,0.0034527000,0.0022304600,0.0022011000,912.6420000000,903.9630000000,719.8840000000,711.4090000000,,,,,,,,,,
484.9760000000,62.7364000000,437.0000000000,490.4790000000,0.4050010000,1.0691000000,12.5617000000,0.0034828600,0.0034529400,0.0022190900,0.0021897500,911.7780000000,903.2680000000,717.3520000000,708.9290000000,,,,,,,,,,
486.9200000000,63.2768000000,437.0000000000,492.4960000000,0.4066670000,1.0678400000,12.5311000000,0.0034826500,0.0034528700,0.0022077300,0.0021783900,910.9820000000,902.5040000000,714.8410000000,706.4300000000,,,,,,,,,,
488.8650000000,63.8203000000,436.0000000000,494.5150000000,0.4083340000,1.0665100000,12.5003000000,0.0034828900,0.0034523600,0.0021962500,0.0021669200,910.2780000000,901.6350000000,712.3340000000,703.8750000000,,,,,,,,,,
490.8070000000,64.3659000000,436.0000000000,496.5330000000,0.4100000000,1.0651000000,12.4694000000,0.0034827900,0.0034521900,0.0021847700,0.0021554500,909.4980000000,900.8420000000,709.8040000000,701.3420000000,,,,,,,,,,
492.7510000000,64.9147000000,435.0000000000,498.5520000000,0.4116680000,1.0636100000,12.4384000000,0.0034825500,0.0034521700,0.0021731700,0.0021438500,908.6810000000,900.0720000000,707.2390000000,698.7920000000,,,,,,,,,,
494.6920000000,65.4657000000,435.0000000000,500.5700000000,0.4133340000,1.0620500000,12.4073000000,0.0034822100,0.0034522400,0.0021615700,0.0021322600,907.8430000000,899.3220000000,704.6680000000,696.2490000000,,,,,,,,,,
496.6330000000,66.0198000000,434.0000000000,502.5890000000,0.4150010000,1.0604200000,12.3760000000,0.0034822000,0.0034520000,0.0021498500,0.0021205500,907.0670000000,898.4970000000,702.0910000000,693.6590000000,,,,,,,,,,
498.5730000000,66.5760000000,433.0000000000,504.6070000000,0.4166670000,1.0587000000,12.3447000000,0.0034821600,0.0034517800,0.0021381300,0.0021088400,906.2870000000,897.6760000000,699.5120000000,691.0700000000,,,,,,,,,,
500.5130000000,67.1355000000,433.0000000000,506.6260000000,0.4183340000,1.0569100000,12.3132000000,0.0034818300,0.0034518600,0.0021262900,0.0020970000,905.4330000000,896.9140000000,696.8880000000,688.4750000000,,,,,,,,,,
502.4510000000,67.6971000000,432.0000000000,508.6440000000,0.4200000000,1.0550400000,12.2816000000,0.0034818000,0.0034516400,0.0021144500,0.0020851700,904.6450000000,896.0870000000,694.2830000000,685.8600000000,,,,,,,,,,
504.3890000000,68.2619000000,432.0000000000,510.6630000000,0.4216680000,1.0530900000,12.2499000000,0.0034816600,0.0034515500,0.0021024900,0.0020732200,903.8250000000,895.2770000000,691.6450000000,683.2260000000,,,,,,,,,,
506.3260000000,68.8288000000,431.0000000000,512.6800000000,0.4233340000,1.0510700000,12.2181000000,0.0034814100,0.0034515600,0.0020905200,0.0020612600,902.9810000000,894.4920000000,688.9990000000,680.6000000000,,,,,,,,,,
508.2630000000,69.3990000000,431.0000000000,514.7000000000,0.4250010000,1.0489600000,12.1862000000,0.0034816000,0.0034511400,0.0020784400,0.0020491900,902.2260000000,893.6030000000,686.3550000000,677.9180000000,,,,,,,,,,
510.1980000000,69.9714000000,430.0000000000,516.7170000000,0.4266670000,1.0467800000,12.1541000000,0.0034816900,0.0034508200,0.0020663500,0.0020371100,901.4490000000,892.7370000000,683.7050000000,675.2430000000,,,,,,,,,,
512.1330000000,70.5470000000,429.0000000000,518.7370000000,0.4283350000,1.0445100000,12.1219000000,0.0034815500,0.0034507400,0.0020541400,0.0020249100,900.6140000000,891.9140000000,681.0130000000,672.5550000000,,,,,,,,,,
514.0660000000,71.1247000000,429.0000000000,520.7540000000,0.4300000000,1.0421700000,12.0897000000,0.0034812800,0.0034507900,0.0020419300,0.0020127000,899.7490000000,891.1210000000,678.3120000000,669.8770000000,,,,,,,,,,
516.0000000000,71.7057000000,428.0000000000,522.7730000000,0.4316680000,1.0397400000,12.0573000000,0.0034810700,0.0034507900,0.0020296000,0.0020003700,898.8900000000,890.3080000000,675.5870000000,667.1670000000,,,,,,,,,,
517.9310000000,72.2889000000,428.0000000000,524.7910000000,0.4333340000,1.0372300000,12.0248000000,0.0034810300,0.0034506200,0.0020172600,0.0019880500,898.0670000000,889.4580000000,672.8730000000,664.4470000000,,,,,,,,,,
519.8640000000,72.8754000000,427.0000000000,526.8100000000,0.4350010000,1.0346400000,11.9921000000,0.0034807700,0.0034506800,0.0020048000,0.0019755900,897.1880000000,888.6510000000,670.1170000000,661.7140000000,,,,,,,,,,
521.7930000000,73.4641000000,427.0000000000,528.8280000000,0.4366670000,1.0319600000,11.9594000000,0.0034806900,0.0034505600,0.0019923400,0.0019631400,896.3500000000,887.8020000000,667.3730000000,658.9690000000,,,,,,,,,,
523.7240000000,74.0560000000,426.0000000000,530.8470000000,0.4383340000,1.0292100000,11.9265000000,0.0034806000,0.0034504600,0.0019797500,0.0019505600,895.5000000000,886.9520000000,664.6000000000,656.1980000000,,,,,,,,,,
525.6520000000,74.6502000000,425.0000000000,532.8650000000,0.4400000000,1.0263700000,11.8936000000,0.0034803200,0.0034505600,0.0019671700,0.0019379900,894.6080000000,886.1430000000,661.8150000000,653.4400000000,,,,,,,,,,
527.5810000000,75.2477000000,425.0000000000,534.8840000000,0.4416680000,1.0234400000,11.8605000000,0.0034800800,0.0034506100,0.0019544500,0.0019252900,893.7180000000,885.3180000000,659.0060000000,650.6520000000,,,,,,,,,,
529.5070000000,75.8473000000,424.0000000000,536.9010000000,0.4433340000,1.0204400000,11.8273000000,0.0034800000,0.0034505200,0.0019417400,0.0019125800,892.8610000000,884.4600000000,656.2060000000,647.8550000000,,,,,,,,,,
531.4350000000,76.4503000000,424.0000000000,538.9210000000,0.4450010000,1.0173500000,11.7940000000,0.0034802700,0.0034500800,0.0019289000,0.0018997600,892.0750000000,883.5170000000,653.4030000000,645.0070000000,,,,,,,,,,
533.3590000000,77.0556000000,423.0000000000,540.9380000000,0.4466670000,1.0141700000,11.7606000000,0.0034803200,0.0034498600,0.0019160600,0.0018869300,891.2390000000,882.6240000000,650.5850000000,642.1730000000,,,,,,,,,,
535.2850000000,77.6642000000,422.0000000000,542.9580000000,0.4483340000,1.0109100000,11.7271000000,0.0034801300,0.0034498900,0.0019031000,0.0018739700,890.3430000000,881.7760000000,647.7230000000,639.3280000000,,,,,,,,,,
537.2070000000,78.2749000000,422.0000000000,544.9750000000,0.4500000000,1.0075600000,11.6934000000,0.0034799700,0.0034498900,0.0018901300,0.0018610200,889.4540000000,880.9220000000,644.8630000000,636.4800000000,,,,,,,,,,
539.1310000000,78.8891000000,421.0000000000,546.9950000000,0.4516680000,1.0041300000,11.6597000000,0.0034798000,0.0034499100,0.0018770400,0.0018479300,888.5530000000,880.0640000000,641.9730000000,633.6060000000,,,,,,,,,,
541.0520000000,79.5055000000,420.0000000000,549.0120000000,0.4533340000,1.0006100000,11.6258000000,0.0034799900,0.0034495900,0.0018639400,0.0018348500,887.7300000000,879.1300000000,639.1080000000,630.7080000000,,,,,,,,,,
542.9740000000,80.1253000000,420.0000000000,551.0310000000,0.4550010000,0.9970000000,11.5918000000,0.0034801100,0.0034493300,0.0018507200,0.0018216300,886.8860000000,878.2010000000,636.2090000000,627.7860000000,,,,,,,,,,
544.8930000000,80.7473000000,419.0000000000,553.0490000000,0.4566670000,0.9930000000,11.5578000000,0.0034797000,0.0034496100,0.0018374900,0.0018084100,885.9230000000,877.3920000000,633.2760000000,624.9000000000,,,,,,,,,,
546.8130000000,81.3727000000,419.0000000000,555.0680000000,0.4583340000,0.9900000000,11.5236000000,0.0034795400,0.0034496500,0.0018241300,0.0017950700,885.0060000000,876.5220000000,630.3290000000,621.9700000000,,,,,,,,,,
548.7310000000,82.0004000000,418.0000000000,557.0860000000,0.4600000000,0.9860000000,11.4893000000,0.0034797900,0.0034492800,0.0018107800,0.0017817200,884.1810000000,875.5600000000,627.4100000000,619.0120000000,,,,,,,,,,
550.6490000000,82.6316000000,417.0000000000,559.1050000000,0.4616680000,0.9820000000,11.4548000000,0.0034797600,0.0034492100,0.0017972900,0.0017682400,883.2850000000,874.6540000000,624.4430000000,616.0440000000,,,,,,,,,,
552.5640000000,83.2649000000,417.0000000000,561.1220000000,0.4633340000,0.9780000000,11.4203000000,0.0034793500,0.0034495100,0.0017838000,0.0017547600,882.3060000000,873.8320000000,621.4520000000,613.1020000000,,,,,,,,,,
554.4810000000,83.9017000000,416.0000000000,563.1420000000,0.4650010000,0.9730000000,11.3857000000,0.0034791600,0.0034496100,0.0017701800,0.0017411500,881.3650000000,872.9580000000,618.4440000000,610.1170000000,,,,,,,,,,
556.3940000000,84.5408000000,415.0000000000,565.1590000000,0.4666670000,0.9690000000,11.3509000000,0.0034793500,0.0034493300,0.0017565500,0.0017275400,880.5100000000,871.9970000000,615.4630000000,607.1070000000,,,,,,,,,,
558.3090000000,85.1834000000,415.0000000000,567.1790000000,0.4683350000,0.9650000000,11.3160000000,0.0034795700,0.0034490300,0.0017428000,0.0017137900,879.6500000000,871.0270000000,612.4540000000,604.0670000000,,,,,,,,,,
560.2200000000,85.8282000000,414.0000000000,569.1960000000,0.4700000000,0.9610000000,11.2811000000,0.0034794600,0.0034490600,0.0017290400,0.0017000500,878.7200000000,870.1270000000,609.4240000000,601.0470000000,,,,,,,,,,
562.1330000000,86.4766000000,414.0000000000,571.2160000000,0.4716680000,0.9560000000,11.2460000000,0.0034791500,0.0034493200,0.0017151500,0.0016861700,877.7340000000,869.2670000000,606.3500000000,598.0140000000,,,,,,,,,,
564.0430000000,87.1271000000,413.0000000000,573.2330000000,0.4733340000,0.9510000000,11.2108000000,0.0034791500,0.0034492500,0.0017012600,0.0016722900,876.8190000000,868.3370000000,603.2980000000,594.9590000000,,,,,,,,,,
565.9530000000,87.7813000000,412.0000000000,575.2530000000,0.4750010000,0.9470000000,11.1755000000,0.0034791900,0.0034491600,0.0016872300,0.0016582700,875.9030000000,867.3950000000,600.2170000000,591.8730000000,,,,,,,,,,
567.8610000000,88.4377000000,412.0000000000,577.2700000000,0.4766670000,0.9420000000,11.1401000000,0.0034790300,0.0034492800,0.0016732100,0.0016442600,874.9430000000,866.4960000000,597.1240000000,588.8000000000,,,,,,,,,,
569.7690000000,89.0977000000,411.0000000000,579.2890000000,0.4783350000,0.9370000000,11.1046000000,0.0034790000,0.0034492700,0.0016590400,0.0016301100,874.0030000000,865.5610000000,594.0100000000,585.6900000000,,,,,,,,,,
571.6750000000,89.7599000000,410.0000000000,581.3070000000,0.4800000000,0.9320000000,11.0690000000,0.0034790200,0.0034492200,0.0016448800,0.0016159600,873.0740000000,864.6160000000,590.8980000000,582.5770000000,,,,,,,,,,
573.5810000000,90.4258000000,410.0000000000,583.3260000000,0.4816680000,0.9270000000,11.0332000000,0.0034792500,0.0034489700,0.0016305800,0.0016016700,872.1820000000,863.6190000000,587.7710000000,579.4200000000,,,,,,,,,,
575.4850000000,91.0938000000,409.0000000000,585.3440000000,0.4833340000,0.9220000000,10.9974000000,0.0034794400,0.0034487600,0.0016162900,0.0015873800,871.2810000000,862.6320000000,584.6410000000,576.2670000000,,,,,,,,,,
577.3900000000,91.7656000000,408.0000000000,587.3630000000,0.4850010000,0.9170000000,10.9615000000,0.0034792100,0.0034489900,0.0016018500,0.0015729600,870.2780000000,861.7320000000,581.4530000000,573.1110000000,,,,,,,,,,
579.2910000000,92.4396000000,408.0000000000,589.3800000000,0.4866670000,0.9110000000,10.9254000000,0.0034790200,0.0034491900,0.0015874100,0.0015585300,869.2830000000,860.8230000000,578.2670000000,569.9530000000,,,,,,,,,,
581.1930000000,93.1173000000,407.0000000000,591.4000000000,0.4883350000,0.9060000000,10.8892000000,0.0034791900,0.0034490300,0.0015728300,0.0015439600,868.3610000000,859.8280000000,575.0740000000,566.7410000000,,,,,,,,,,
583.0930000000,93.7972000000,406.0000000000,593.4170000000,0.4900000000,0.9000000000,10.8530000000,0.0034793800,0.0034488600,0.0015582500,0.0015294000,867.4400000000,858.8310000000,571.8820000000,563.5290000000,,,,,,,,,,
584.9930000000,94.4808000000,406.0000000000,595.4370000000,0.4916680000,0.8950000000,10.8166000000,0.0034793600,0.0034489200,0.0015435300,0.0015146900,866.4660000000,857.8730000000,568.6460000000,560.2990000000,,,,,,,,,,
586.8900000000,95.1667000000,405.0000000000,597.4540000000,0.4933340000,0.8890000000,10.7801000000,0.0034792200,0.0034491000,0.0015288100,0.0014999800,865.4640000000,856.9430000000,565.4010000000,557.0780000000,,,,,,,,,,
588.7880000000,95.8564000000,404.0000000000,599.4740000000,0.4950010000,0.8830000000,10.7435000000,0.0034789300,0.0034494400,0.0015139400,0.0014851300,864.4200000000,856.0390000000,562.1150000000,553.8370000000,,,,,,,,,,
590.6830000000,96.5482000000,403.0000000000,601.4910000000,0.4966670000,0.8770000000,10.7069000000,0.0034788000,0.0034496200,0.0014990800,0.0014702800,863.4120000000,855.1000000000,558.8400000000,550.5860000000,,,,,,,,,,
592.5790000000,97.2439000000,403.0000000000,603.5110000000,0.4983350000,0.8710000000,10.6700000000,0.0034788600,0.0034496300,0.0014840800,0.0014552900,862.4360000000,854.1140000000,555.5460000000,547.2920000000,,,,,,,,,,
594.4720000000,97.9418000000,402.0000000000,605.5280000000,0.5000000000,0.8650000000,10.6332000000,0.0034790400,0.0034495200,0.0014690700,0.0014403000,861.4870000000,853.1010000000,552.2610000000,543.9910000000,,,,,,,,,,
596.3660000000,98.6436000000,401.0000000000,607.5470000000,0.5016680000,0.8590000000,10.5961000000,0.0034792100,0.0034494400,0.0014539300,0.0014251700,860.5250000000,852.0860000000,548.9430000000,540.6600000000,,,,,,,,,,
598.2560000000,99.3475000000,401.0000000000,609.5650000000,0.5033340000,0.8520000000,10.5591000000,0.0034790700,0.0034496700,0.0014387800,0.0014100400,859.4960000000,851.1400000000,545.6050000000,537.3500000000,,,,,,,,,,
600.1480000000,100.0550000000,400.0000000000,611.5840000000,0.5050010000,0.8460000000,10.5218000000,0.0034794400,0.0034494100,0.0014234900,0.0013947700,858.5700000000,850.0740000000,542.2700000000,533.9750000000,,,,,,,,,,
602.0360000000,100.7650000000,399.0000000000,613.6020000000,0.5066670000,0.8390000000,10.4846000000,0.0034798200,0.0034491400,0.0014082100,0.0013794900,857.6440000000,849.0080000000,538.9340000000,530.6000000000,,,,,,,,,,
603.9250000000,101.4790000000,399.0000000000,615.6210000000,0.5083350000,0.8320000000,10.4471000000,0.0034796500,0.0034494300,0.0013927700,0.0013640700,856.5900000000,848.0560000000,535.5310000000,527.2300000000,,,,,,,,,,
605.8110000000,102.1960000000,398.0000000000,617.6380000000,0.5100000000,0.8260000000,10.4096000000,0.0034796000,0.0034496200,0.0013773300,0.0013486400,855.5600000000,847.0800000000,532.1350000000,523.8530000000,,,,,,,,,,
607.6980000000,102.9160000000,397.0000000000,619.6580000000,0.5116680000,0.8190000000,10.3720000000,0.0034794100,0.0034499600,0.0013617500,0.0013330700,854.4910000000,846.1280000000,528.6970000000,520.4530000000,,,,,,,,,,
609.5810000000,103.6380000000,396.0000000000,621.6750000000,0.5133340000,0.8120000000,10.3343000000,0.0034793100,0.0034502100,0.0013461600,0.0013175100,853.4410000000,845.1570000000,525.2650000000,517.0480000000,,,,,,,,,,
611.4660000000,104.3640000000,396.0000000000,623.6950000000,0.5150010000,0.8050000000,10.2964000000,0.0034795600,0.0034501400,0.0013304300,0.0013017900,852.4580000000,844.1040000000,521.8240000000,513.5890000000,,,,,,,,,,
613.3470000000,105.0930000000,395.0000000000,625.7120000000,0.5166670000,0.7980000000,10.2585000000,0.0034798100,0.0034500500,0.0013147000,0.0012860800,851.4770000000,843.0500000000,518.3840000000,510.1300000000,,,,,,,,,,
615.2290000000,105.8260000000,394.0000000000,627.7320000000,0.5183350000,0.7900000000,10.2205000000,0.0034798100,0.0034502500,0.0012988300,0.0012702100,850.4300000000,842.0460000000,514.8940000000,506.6560000000,,,,,,,,,,
617.1070000000,106.5600000000,393.0000000000,629.7490000000,0.5200000000,0.7830000000,10.1824000000,0.0034799200,0.0034503300,0.0012829500,0.0012543500,849.4070000000,841.0180000000,511.4120000000,503.1760000000,,,,,,,,,,
618.9870000000,107.2990000000,393.0000000000,631.7690000000,0.5216680000,0.7750000000,10.1441000000,0.0034802900,0.0034501700,0.0012669200,0.0012383400,848.4320000000,839.9280000000,507.9130000000,499.6460000000,,,,,,,,,,
620.8630000000,108.0400000000,392.0000000000,633.7860000000,0.5233340000,0.7680000000,10.1058000000,0.0034803600,0.0034503100,0.0012508900,0.0012223200,847.3910000000,838.9040000000,504.3960000000,496.1360000000,,,,,,,,,,
622.7400000000,108.7860000000,391.0000000000,635.8060000000,0.5250010000,0.7600000000,10.0674000000,0.0034803200,0.0034505900,0.0012347100,0.0012061600,846.3160000000,837.8990000000,500.8370000000,492.6010000000,,,,,,,,,,
624.6140000000,109.5330000000,390.0000000000,637.8230000000,0.5266670000,0.7520000000,10.0289000000,0.0034805000,0.0034506500,0.0012185300,0.0011899900,845.2880000000,836.8460000000,497.2920000000,489.0520000000,,,,,,,,,,
626.4880000000,110.2850000000,390.0000000000,639.8420000000,0.5283350000,0.7440000000,9.9902400000,0.0034807100,0.0034507000,0.0012021900,0.0011736700,844.2580000000,835.7810000000,493.7160000000,485.4690000000,,,,,,,,,,
628.3590000000,111.0380000000,389.0000000000,641.8600000000,0.5300000000,0.7360000000,9.9515400000,0.0034807300,0.0034509500,0.0011858600,0.0011573500,843.1830000000,834.7600000000,490.1270000000,481.8990000000,,,,,,,,,,
630.2320000000,111.7960000000,388.0000000000,643.8790000000,0.5316680000,0.7280000000,9.9126900000,0.0034808300,0.0034511400,0.0011693700,0.0011408800,842.1190000000,833.7150000000,486.5090000000,478.2900000000,,,,,,,,,,
632.1000000000,112.5570000000,387.0000000000,645.8960000000,0.5333340000,0.7200000000,9.8737900000,0.0034810900,0.0034511700,0.0011528800,0.0011244100,841.0890000000,832.6350000000,482.9020000000,474.6720000000,,,,,,,,,,
633.9690000000,113.3210000000,387.0000000000,647.9160000000,0.5350010000,0.7110000000,9.8347500000,0.0034813600,0.0034512200,0.0011362300,0.0011077700,840.0500000000,831.5490000000,479.2620000000,471.0200000000,,,,,,,,,,
635.8350000000,114.0880000000,386.0000000000,649.9330000000,0.5366670000,0.7030000000,9.7956500000,0.0034815500,0.0034513400,0.0011195900,0.0010911400,838.9950000000,830.4790000000,475.6160000000,467.3720000000,,,,,,,,,,
637.7020000000,114.8580000000,385.0000000000,651.9530000000,0.5383350000,0.6940000000,9.7564100000,0.0034815000,0.0034517300,0.0011027800,0.0010743600,837.8750000000,829.4590000000,471.9190000000,463.7090000000,,,,,,,,,,
639.5650000000,115.6320000000,384.0000000000,653.9700000000,0.5400000000,0.6850000000,9.7171200000,0.0034815400,0.0034520300,0.0010859800,0.0010575700,836.7770000000,828.4170000000,468.2290000000,460.0390000000,,,,,,,,,,
641.4290000000,116.4090000000,384.0000000000,655.9900000000,0.5416680000,0.6770000000,9.6776800000,0.0034816700,0.0034522700,0.0010690100,0.0010406200,835.6860000000,827.3530000000,464.5090000000,456.3300000000,,,,,,,,,,
643.2900000000,117.1890000000,383.0000000000,658.0070000000,0.5433340000,0.6680000000,9.6382000000,0.0034816900,0.0034526100,0.0010520500,0.0010236800,834.5740000000,826.3110000000,460.7820000000,452.6290000000,,,,,,,,,,
645.1510000000,117.9730000000,382.0000000000,660.0270000000,0.5450020000,0.6590000000,9.5985800000,0.0034819800,0.0034527200,0.0010349300,0.0010065700,833.5080000000,825.2070000000,457.0380000000,448.8770000000,,,,,,,,,,
647.0090000000,118.7590000000,381.0000000000,662.0440000000,0.5466670000,0.6490000000,9.5589100000,0.0034821800,0.0034529100,0.0010178100,0.0009894710,832.4230000000,824.1220000000,453.2890000000,445.1310000000,,,,,,,,,,
648.8670000000,119.5490000000,380.0000000000,664.0640000000,0.5483350000,0.6400000000,9.5190900000,0.0034822700,0.0034532500,0.0010005300,0.0009722100,831.3020000000,823.0580000000,449.4960000000,441.3590000000,,,,,,,,,,
650.7220000000,120.3420000000,380.0000000000,666.0810000000,0.5500000000,0.6310000000,9.4792400000,0.0034824500,0.0034534900,0.0009832470,0.0009549490,830.2020000000,821.9730000000,445.7100000000,437.5820000000,,,,,,,,,,
652.5780000000,121.1390000000,379.0000000000,668.1010000000,0.5516680000,0.6210000000,9.4392400000,0.0034827900,0.0034536000,0.0009658070,0.0009375280,829.1270000000,820.8490000000,441.9000000000,433.7600000000,,,,,,,,,,
654.4300000000,121.9390000000,378.0000000000,670.1180000000,0.5533340000,0.6110000000,9.3992100000,0.0034831900,0.0034536500,0.0009483670,0.0009201080,828.0670000000,819.7090000000,438.0940000000,429.9340000000,,,,,,,,,,
656.2830000000,122.7420000000,377.0000000000,672.1370000000,0.5550020000,0.6020000000,9.3590300000,0.0034833000,0.0034540100,0.0009307650,0.0009025250,826.9300000000,818.6310000000,434.2320000000,426.0940000000,,,,,,,,,,
658.1320000000,123.5490000000,376.0000000000,674.1540000000,0.5566670000,0.5920000000,9.3188000000,0.0034832500,0.0034545500,0.0009131630,0.0008849410,825.7580000000,817.5890000000,430.3600000000,422.2650000000,,,,,,,,,,
659.9820000000,124.3590000000,376.0000000000,676.1740000000,0.5583350000,0.5820000000,9.2784400000,0.0034834200,0.0034548900,0.0008953970,0.0008671980,824.6230000000,816.4940000000,426.4660000000,418.3880000000,,,,,,,,,,
661.8280000000,125.1720000000,375.0000000000,678.1910000000,0.5600000000,0.5720000000,9.2380400000,0.0034837800,0.0034550300,0.0008776320,0.0008494540,823.5330000000,815.3550000000,422.5860000000,414.4970000000,,,,,,,,,,
663.6750000000,125.9890000000,374.0000000000,680.2110000000,0.5616680000,0.5610000000,9.1975000000,0.0034841500,0.0034552000,0.0008597040,0.0008315470,822.4310000000,814.2120000000,418.6700000000,410.5730000000,,,,,,,,,,
665.5180000000,126.8090000000,373.0000000000,682.2280000000,0.5633340000,0.5510000000,9.1569300000,0.0034845100,0.0034553800,0.0008417770,0.0008136410,821.3280000000,813.0700000000,414.7540000000,406.6490000000,,,,,,,,,,
667.3620000000,127.6330000000,372.0000000000,684.2480000000,0.5650020000,0.5400000000,9.1162100000,0.0034848100,0.0034556500,0.0008236830,0.0007955670,820.2000000000,811.9390000000,410.7970000000,402.6950000000,,,,,,,,,,
669.2020000000,128.4600000000,372.0000000000,686.2650000000,0.5666670000,0.5300000000,9.0754500000,0.0034848900,0.0034561300,0.0008055890,0.0007774940,819.0270000000,810.8530000000,406.8260000000,398.7550000000,,,,,,,,,,
671.0430000000,129.2910000000,371.0000000000,688.2850000000,0.5683350000,0.5190000000,9.0345600000,0.0034852200,0.0034564100,0.0007873280,0.0007592550,817.8930000000,809.7120000000,402.8340000000,394.7640000000,,,,,,,,,,
672.8800000000,130.1240000000,370.0000000000,690.3020000000,0.5700000000,0.5080000000,8.9936300000,0.0034858500,0.0034563800,0.0007690670,0.0007410160,816.8280000000,808.5020000000,398.8620000000,390.7540000000,,,,,,,,,,
674.7170000000,130.9620000000,369.0000000000,692.3220000000,0.5716680000,0.4970000000,8.9525600000,0.0034862800,0.0034565800,0.0007506370,0.0007226040,815.7080000000,807.3330000000,394.8400000000,386.7210000000,,,,,,,,,,
676.5510000000,131.8020000000,368.0000000000,694.3390000000,0.5733340000,0.4860000000,8.9114500000,0.0034866100,0.0034568900,0.0007322060,0.0007041930,814.5660000000,806.1860000000,390.8110000000,382.6940000000,,,,,,,,,,
678.3860000000,132.6470000000,367.0000000000,696.3590000000,0.5750020000,0.4750000000,8.8702000000,0.0034867800,0.0034573900,0.0007136000,0.0006856080,813.3750000000,805.0720000000,386.7330000000,378.6430000000,,,,,,,,,,
680.2160000000,133.4940000000,367.0000000000,698.3760000000,0.5766670000,0.4630000000,8.8289200000,0.0034866500,0.0034581900,0.0006949950,0.0006670240,812.1210000000,804.0220000000,382.6350000000,374.6110000000,,,,,,,,,,
682.0480000000,134.3460000000,366.0000000000,700.3950000000,0.5783350000,0.4520000000,8.7875000000,0.0034869700,0.0034585800,0.0006762160,0.0006482700,810.9530000000,802.8710000000,378.5290000000,370.5150000000,,,,,,,,,,
683.8750000000,135.2000000000,365.0000000000,702.4120000000,0.5800000000,0.4400000000,8.7460500000,0.0034874800,0.0034587700,0.0006574380,0.0006295150,809.8280000000,801.6760000000,374.4360000000,366.4060000000,,,,,,,,,,
685.7030000000,136.0590000000,364.0000000000,704.4320000000,0.5816680000,0.4280000000,8.7044600000,0.0034876000,0.0034594000,0.0006384890,0.0006105900,808.6030000000,800.5660000000,370.2790000000,362.2880000000,,,,,,,,,,
687.5270000000,136.9200000000,363.0000000000,706.4490000000,0.5833340000,0.4160000000,8.6628500000,0.0034877100,0.0034600300,0.0006195390,0.0005916650,807.3780000000,799.4570000000,366.1210000000,358.1700000000,,,,,,,,,,
689.3520000000,137.7870000000,362.0000000000,708.4690000000,0.5850020000,0.4040000000,8.6211000000,0.0034882800,0.0034602300,0.0006004170,0.0005725690,806.2430000000,798.2430000000,361.9560000000,353.9870000000,,,,,,,,,,
691.1720000000,138.6550000000,361.0000000000,710.4860000000,0.5866670000,0.3920000000,8.5793300000,0.0034889500,0.0034603400,0.0005812960,0.0005534740,805.1300000000,797.0070000000,357.7980000000,349.7970000000,,,,,,,,,,
692.9930000000,139.5280000000,360.0000000000,712.5060000000,0.5883350000,0.3800000000,8.5374200000,0.0034894400,0.0034606600,0.0005620010,0.0005342020,803.9650000000,795.8070000000,353.5900000000,345.5830000000,,,,,,,,,,
694.8100000000,140.4040000000,360.0000000000,714.5230000000,0.5900000000,0.3670000000,8.4954800000,0.0034897400,0.0034611700,0.0005427050,0.0005149300,802.7590000000,794.6490000000,349.3690000000,341.3810000000,,,,,,,,,,
696.6280000000,141.2840000000,359.0000000000,716.5430000000,0.5916680000,0.3550000000,8.4534100000,0.0034901200,0.0034616500,0.0005232310,0.0004954810,801.5590000000,793.4700000000,345.1140000000,337.1370000000,,,,,,,,,,
698.4420000000,142.1670000000,358.0000000000,718.5600000000,0.5933340000,0.3420000000,8.4113200000,0.0034906900,0.0034619300,0.0005037570,0.0004760310,800.4000000000,792.2500000000,340.8710000000,332.8810000000,,,,,,,,,,
700.2560000000,143.0540000000,357.0000000000,720.5800000000,0.5950020000,0.3290000000,8.3690800000,0.0034909600,0.0034625500,0.0004841030,0.0004564030,799.1620000000,791.0940000000,336.5690000000,328.6090000000,,,,,,,,,,
702.0660000000,143.9440000000,356.0000000000,722.5970000000,0.5966670000,0.3160000000,8.3268300000,0.0034912300,0.0034631800,0.0004644490,0.0004367750,797.9260000000,789.9360000000,332.2680000000,324.3360000000,,,,,,,,,,
703.8770000000,144.8390000000,355.0000000000,724.6170000000,0.5983350000,0.3030000000,8.2844400000,0.0034919500,0.0034633800,0.0004446150,0.0004169660,796.7770000000,788.6750000000,327.9560000000,319.9960000000,,,,,,,,,,
