R,Zinv,Sinv,S,S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top
312.4790000000,100.7940000000,336.0820000000,317.3020000000,0.5140000000,-0.1370000000,-0.0333000000,0.0010416400,0.0011437300,-0.0004376400,-0.0004401310,200.0760000000,222.3490000000,-27.5053000000,-21.3215000000
312.9640000000,101.3290000000,336.8040000000,316.5800000000,0.5150000000,-0.1360000000,-0.0333000000,0.0010400800,0.0011393300,-0.0004333710,-0.0004356890,200.0160000000,221.6760000000,-26.6695000000,-20.6349000000
313.4480000000,101.8660000000,337.5260000000,315.8580000000,0.5170000000,-0.1350000000,-0.0334000000,0.0010386100,0.0011351000,-0.0004293830,-0.0004315400,199.9560000000,221.0180000000,-25.8899000000,-20.0025000000
313.9290000000,102.4040000000,338.2480000000,315.1360000000,0.5180000000,-0.1340000000,-0.0335000000,0.0010371900,0.0011308100,-0.0004253950,-0.0004273920,199.9050000000,220.3510000000,-25.1074000000,-19.3731000000
314.4080000000,102.9440000000,338.9710000000,314.4130000000,0.5190000000,-0.1330000000,-0.0337000000,0.0010359800,0.0011265500,-0.0004216740,-0.0004235230,199.8840000000,219.6680000000,-24.3695000000,-18.8040000000
314.8860000000,103.4860000000,339.6930000000,313.6910000000,0.5200000000,-0.1320000000,-0.0339000000,0.0010348000,0.0011222400,-0.0004179530,-0.0004196540,199.8720000000,218.9770000000,-23.6289000000,-18.2377000000
315.3610000000,104.0300000000,340.4150000000,312.9690000000,0.5210000000,-0.1310000000,-0.0341000000,0.0010337200,0.0011180700,-0.0004144840,-0.0004160490,199.8620000000,218.2970000000,-22.9380000000,-17.7206000000
315.8350000000,104.5750000000,341.1370000000,312.2470000000,0.5220000000,-0.1300000000,-0.0343000000,0.0010326300,0.0011138900,-0.0004110140,-0.0004124440,199.8520000000,217.6180000000,-22.2474000000,-17.2034000000
316.3060000000,105.1220000000,341.8590000000,311.5250000000,0.5230000000,-0.1290000000,-0.0346000000,0.0010317400,0.0011097300,-0.0004077810,-0.0004090870,199.8690000000,216.9240000000,-21.5955000000,-16.7403000000
316.7760000000,105.6710000000,342.5820000000,310.8020000000,0.5240000000,-0.1280000000,-0.0349000000,0.0010307500,0.0011056600,-0.0004045480,-0.0004057310,199.8650000000,216.2520000000,-20.9501000000,-16.2707000000
317.2430000000,106.2220000000,343.3040000000,310.0800000000,0.5250000000,-0.1280000000,-0.0352000000,0.0010300400,0.0011015100,-0.0004015350,-0.0004026060,199.9070000000,215.5460000000,-20.3348000000,-15.8575000000
317.7090000000,106.7740000000,344.0260000000,309.3580000000,0.5270000000,-0.1270000000,-0.0356000000,0.0010293700,0.0010973200,-0.0003985220,-0.0003994820,199.9590000000,214.8310000000,-19.7169000000,-15.4471000000
318.1730000000,107.3280000000,344.7480000000,308.6360000000,0.5280000000,-0.1260000000,-0.0360000000,0.0010289600,0.0010930500,-0.0003957110,-0.0003965730,200.0550000000,214.0830000000,-19.1257000000,-15.0896000000
318.6340000000,107.8830000000,345.4710000000,307.9130000000,0.5290000000,-0.1250000000,-0.0364000000,0.0010285600,0.0010887800,-0.0003929010,-0.0003936640,200.1520000000,213.3360000000,-18.5346000000,-14.7321000000
319.0940000000,108.4400000000,346.1930000000,307.1910000000,0.5300000000,-0.1250000000,-0.0368000000,0.0010283100,0.0010845200,-0.0003902720,-0.0003909500,200.2700000000,212.5780000000,-17.9734000000,-14.4166000000
319.5510000000,108.9990000000,346.9150000000,306.4690000000,0.5310000000,-0.1240000000,-0.0372000000,0.0010281000,0.0010802100,-0.0003876440,-0.0003882370,200.3970000000,211.8120000000,-17.4095000000,-14.1039000000
320.0070000000,109.5600000000,347.6370000000,305.7470000000,0.5320000000,-0.1230000000,-0.0377000000,0.0010281800,0.0010757800,-0.0003851760,-0.0003856990,200.5770000000,211.0050000000,-16.8621000000,-13.8383000000
320.4600000000,110.1220000000,348.3600000000,305.0240000000,0.5330000000,-0.1230000000,-0.0382000000,0.0010282300,0.0010713700,-0.0003827090,-0.0003831610,200.7510000000,210.2030000000,-16.3165000000,-13.5712000000
320.9120000000,110.6860000000,349.0820000000,304.3020000000,0.5340000000,-0.1220000000,-0.0387000000,0.0010286300,0.0010667600,-0.0003803790,-0.0003807750,200.9930000000,209.3460000000,-15.7780000000,-13.3513000000
321.3610000000,111.2510000000,349.8040000000,303.5800000000,0.5350000000,-0.1220000000,-0.0392000000,0.0010290100,0.0010621600,-0.0003780500,-0.0003783900,201.2300000000,208.4920000000,-15.2408000000,-13.1303000000
321.8080000000,111.8180000000,350.5260000000,302.8580000000,0.5360000000,-0.1210000000,-0.0397000000,0.0010297000,0.0010573800,-0.0003758320,-0.0003761320,201.5260000000,207.5910000000,-14.7084000000,-12.9489000000
322.2540000000,112.3870000000,351.2490000000,302.1350000000,0.5380000000,-0.1200000000,-0.0402000000,0.0010304400,0.0010525400,-0.0003736140,-0.0003738740,201.8360000000,206.6770000000,-14.1719000000,-12.7716000000
322.6970000000,112.9570000000,351.9710000000,301.4130000000,0.5390000000,-0.1200000000,-0.0408000000,0.0010315400,0.0010474500,-0.0003714780,-0.0003717150,202.2180000000,205.7010000000,-13.6302000000,-12.6327000000
323.1380000000,113.5290000000,352.6930000000,300.6910000000,0.5400000000,-0.1190000000,-0.0413000000,0.0010326100,0.0010423900,-0.0003693430,-0.0003695560,202.5960000000,204.7290000000,-13.0899000000,-12.4924000000
323.5770000000,114.1020000000,353.4150000000,299.9690000000,0.5410000000,-0.1190000000,-0.0418000000,0.0010341000,0.0010369900,-0.0003672580,-0.0003674650,203.0610000000,203.6810000000,-12.5333000000,-12.3887000000
324.0140000000,114.6770000000,354.1370000000,299.2470000000,0.5420000000,-0.1180000000,-0.0424000000,0.0010355500,0.0010316300,-0.0003651730,-0.0003653750,203.5170000000,202.6420000000,-11.9795000000,-12.2823000000
324.4490000000,115.2540000000,354.8600000000,298.5240000000,0.5430000000,-0.1180000000,-0.0429000000,0.0010374300,0.0010259200,-0.0003631010,-0.0003633170,204.0650000000,201.5210000000,-11.4005000000,-12.2071000000
324.8820000000,115.8320000000,355.5820000000,297.8020000000,0.5440000000,-0.1170000000,-0.0435000000,0.0010393000,0.0010202000,-0.0003610290,-0.0003612590,204.6130000000,200.4000000000,-10.8218000000,-12.1318000000
325.3130000000,116.4110000000,356.3040000000,297.0800000000,0.5450000000,-0.1170000000,-0.0440000000,0.0010415700,0.0010141200,-0.0003589310,-0.0003591960,205.2520000000,199.2000000000,-10.2108000000,-12.0792000000
325.7420000000,116.9930000000,357.0260000000,296.3580000000,0.5460000000,-0.1160000000,-0.0446000000,0.0010438900,0.0010079900,-0.0003568340,-0.0003571330,205.9000000000,197.9900000000,-9.5968400000,-12.0297000000
326.1680000000,117.5750000000,357.7490000000,295.6350000000,0.5480000000,-0.1160000000,-0.0451000000,0.0010467300,0.0010013600,-0.0003546640,-0.0003550200,206.6670000000,196.6700000000,-8.9327800000,-12.0029000000
326.5930000000,118.1600000000,358.4710000000,294.9130000000,0.5490000000,-0.1150000000,-0.0456000000,0.0010495600,0.0009947380,-0.0003524960,-0.0003529080,207.4310000000,195.3550000000,-8.2699600000,-11.9751000000
327.0150000000,118.7450000000,359.1930000000,294.1910000000,0.5500000000,-0.1150000000,-0.0461000000,0.0010528300,0.0009876560,-0.0003502050,-0.0003506980,208.3000000000,193.9440000000,-7.5509600000,-11.9564000000
327.4360000000,119.3330000000,359.9150000000,293.4690000000,0.5510000000,-0.1140000000,-0.0466000000,0.0010561000,0.0009805720,-0.0003479140,-0.0003484890,209.1700000000,192.5330000000,-6.8319800000,-11.9378000000
327.8540000000,119.9220000000,360.6380000000,292.7460000000,0.5520000000,-0.1130000000,-0.0470000000,0.0010597900,0.0009730170,-0.0003454470,-0.0003461270,210.1430000000,191.0280000000,-6.0464000000,-11.9169000000
328.2700000000,120.5120000000,361.3600000000,292.0240000000,0.5530000000,-0.1130000000,-0.0474000000,0.0010634500,0.0009654890,-0.0003429800,-0.0003437660,211.1110000000,189.5300000000,-5.2627100000,-11.8943000000
328.6840000000,121.1040000000,362.0820000000,291.3020000000,0.5540000000,-0.1120000000,-0.0478000000,0.0010676800,0.0009573090,-0.0003402760,-0.0003411940,212.2190000000,187.9010000000,-4.3896000000,-11.8685000000
329.0950000000,121.6970000000,362.8040000000,290.5800000000,0.5550000000,-0.1110000000,-0.0482000000,0.0010719500,0.0009490840,-0.0003375720,-0.0003386230,213.3360000000,186.2630000000,-3.5136700000,-11.8457000000
329.5050000000,122.2920000000,363.5260000000,289.8580000000,0.5560000000,-0.1100000000,-0.0485000000,0.0010767300,0.0009402240,-0.0003345650,-0.0003357770,214.5860000000,184.5040000000,-2.5373400000,-11.8044000000
329.9120000000,122.8890000000,364.2490000000,289.1350000000,0.5570000000,-0.1100000000,-0.0488000000,0.0010814800,0.0009314020,-0.0003315580,-0.0003329310,215.8270000000,182.7520000000,-1.5635600000,-11.7606000000
330.3180000000,123.4860000000,364.9710000000,288.4130000000,0.5590000000,-0.1090000000,-0.0491000000,0.0010865600,0.0009220790,-0.0003281750,-0.0003297390,217.1660000000,180.9140000000,-0.4851100000,-11.6737000000
330.7210000000,124.0860000000,365.6930000000,287.6910000000,0.5600000000,-0.1080000000,-0.0493000000,0.0010916800,0.0009127140,-0.0003247920,-0.0003265470,218.5140000000,179.0660000000,0.5960050000,-11.5896000000
331.1220000000,124.6860000000,366.4150000000,286.9690000000,0.5610000000,-0.1070000000,-0.0495000000,0.0010973000,0.0009026320,-0.0003209550,-0.0003229320,220.0040000000,177.0880000000,1.8101200000,-11.4598000000
331.5210000000,125.2890000000,367.1380000000,286.2460000000,0.5620000000,-0.1050000000,-0.0496000000,0.0011029000,0.0008925750,-0.0003171180,-0.0003193170,221.4870000000,175.1160000000,3.0225400000,-11.3285000000
331.9170000000,125.8920000000,367.8600000000,285.5240000000,0.5630000000,-0.1040000000,-0.0496000000,0.0011088400,0.0008819220,-0.0003127440,-0.0003151960,223.0800000000,173.0470000000,4.3752300000,-11.1252000000
332.3120000000,126.4970000000,368.5820000000,284.8020000000,0.5640000000,-0.1030000000,-0.0496000000,0.0011147400,0.0008712960,-0.0003083690,-0.0003110760,224.6670000000,170.9830000000,5.7261100000,-10.9202000000
332.7040000000,127.1040000000,369.3040000000,284.0800000000,0.5650000000,-0.1010000000,-0.0495000000,0.0011210100,0.0008600000,-0.0003033680,-0.0003063610,226.3730000000,168.8110000000,7.2383200000,-10.6288000000
333.0940000000,127.7110000000,370.0270000000,283.3570000000,0.5660000000,-0.0999000000,-0.0494000000,0.0011272600,0.0008487110,-0.0002983670,-0.0003016460,228.0780000000,166.6410000000,8.7499500000,-10.3369000000
333.4820000000,128.3210000000,370.7490000000,282.6350000000,0.5670000000,-0.0982000000,-0.0491000000,0.0011336200,0.0008369540,-0.0002926450,-0.0002962430,229.8520000000,164.4130000000,10.4268000000,-9.9246000000
333.8670000000,128.9310000000,371.4710000000,281.9130000000,0.5690000000,-0.0964000000,-0.0488000000,0.0011400400,0.0008251340,-0.0002869230,-0.0002908410,231.6410000000,162.1720000000,12.1077000000,-9.5166200000
334.2510000000,129.5430000000,372.1930000000,281.1910000000,0.5700000000,-0.0945000000,-0.0484000000,0.0011465800,0.0008127720,-0.0002803820,-0.0002846520,233.5090000000,159.8630000000,13.9763000000,-8.9714600000
334.6320000000,130.1570000000,372.9150000000,280.4690000000,0.5710000000,-0.0924000000,-0.0480000000,0.0011531000,0.0008004230,-0.0002738410,-0.0002784630,235.3740000000,157.5570000000,15.8441000000,-8.4255400000
335.0110000000,130.7720000000,373.6380000000,279.7460000000,0.5720000000,-0.0901000000,-0.0474000000,0.0011595900,0.0007876250,-0.0002663790,-0.0002713860,237.2920000000,155.2110000000,17.9119000000,-7.7139800000
335.3880000000,131.3880000000,374.3600000000,279.0240000000,0.5730000000,-0.0877000000,-0.0468000000,0.0011660900,0.0007748170,-0.0002589180,-0.0002643090,239.2130000000,152.8630000000,19.9803000000,-7.0030900000
335.7620000000,132.0050000000,375.0820000000,278.3020000000,0.5740000000,-0.0851000000,-0.0460000000,0.0011723200,0.0007617420,-0.0002504320,-0.0002562390,241.1400000000,150.5210000000,22.2558000000,-6.0914200000
336.1350000000,132.6240000000,375.8040000000,277.5800000000,0.5750000000,-0.0823000000,-0.0451000000,0.0011785400,0.0007486700,-0.0002419450,-0.0002481680,243.0670000000,148.1800000000,24.5311000000,-5.1795800000
336.5050000000,133.2450000000,376.5270000000,276.8570000000,0.5760000000,-0.0793000000,-0.0442000000,0.0011843800,0.0007353740,-0.0002323310,-0.0002389980,244.9850000000,145.8630000000,27.0293000000,-4.0408800000
336.8720000000,133.8660000000,377.2490000000,276.1350000000,0.5770000000,-0.0762000000,-0.0431000000,0.0011902200,0.0007220840,-0.0002227160,-0.0002298280,246.9020000000,143.5460000000,29.5272000000,-2.9018000000
337.2380000000,134.4890000000,377.9710000000,275.4130000000,0.5780000000,-0.0728000000,-0.0419000000,0.0011954100,0.0007087770,-0.0002118700,-0.0002194530,248.7570000000,141.3060000000,32.2531000000,-1.4989400000
337.6010000000,135.1130000000,378.6930000000,274.6910000000,0.5800000000,-0.0692000000,-0.0406000000,0.0012006100,0.0006954570,-0.0002010230,-0.0002090780,250.6150000000,139.0620000000,34.9800000000,-0.0968199000
337.9620000000,135.7390000000,379.4160000000,273.9680000000,0.5810000000,-0.0653000000,-0.0392000000,0.0012048000,0.0006824240,-0.0001888460,-0.0001973940,252.3400000000,136.9680000000,37.9328000000,1.6116900000
338.3210000000,136.3650000000,380.1380000000,273.2460000000,0.5820000000,-0.0612000000,-0.0376000000,0.0012089900,0.0006693980,-0.0001766680,-0.0001857100,254.0630000000,134.8760000000,40.8854000000,3.3207200000
338.6780000000,136.9930000000,380.8600000000,272.5240000000,0.5830000000,-0.0569000000,-0.0359000000,0.0012119600,0.0006568100,-0.0001630670,-0.0001726210,255.6140000000,132.9720000000,44.0708000000,5.3675400000
339.0320000000,137.6230000000,381.5820000000,271.8020000000,0.5840000000,-0.0523000000,-0.0341000000,0.0012149100,0.0006442510,-0.0001494650,-0.0001595300,257.1580000000,131.0750000000,47.2545000000,7.4165900000
339.3840000000,138.2540000000,382.3050000000,271.0790000000,0.5850000000,-0.0474000000,-0.0322000000,0.0012161900,0.0006325300,-0.0001343560,-0.0001449450,258.4360000000,129.4610000000,50.6598000000,9.8491400000
339.7340000000,138.8850000000,383.0270000000,270.3570000000,0.5860000000,-0.0423000000,-0.0301000000,0.0012175100,0.0006207720,-0.0001192450,-0.0001303600,259.7230000000,127.8380000000,54.0677000000,12.2795000000
340.0810000000,139.5190000000,383.7490000000,269.6350000000,0.5870000000,-0.0369000000,-0.0279000000,0.0012168900,0.0006100890,-0.0001025600,-0.0001142040,260.6870000000,126.5560000000,57.6942000000,15.1259000000
340.4260000000,140.1530000000,384.4710000000,268.9130000000,0.5880000000,-0.0312000000,-0.0255000000,0.0012162600,0.0005994240,-0.0000858731,-0.0000980463,261.6470000000,125.2770000000,61.3196000000,17.9738000000
340.7690000000,140.7890000000,385.1930000000,268.1910000000,0.5900000000,-0.0252000000,-0.0231000000,0.0012130900,0.0005903940,-0.0000675569,-0.0000802573,262.1590000000,124.4650000000,65.1364000000,21.2881000000
341.1100000000,141.4260000000,385.9160000000,267.4680000000,0.5910000000,-0.0190000000,-0.0204000000,0.0012099900,0.0005812990,-0.0000492384,-0.0000624665,262.6850000000,123.6390000000,68.9579000000,24.5985000000
341.4480000000,142.0640000000,386.6380000000,266.7460000000,0.5920000000,-0.0124000000,-0.0177000000,0.0012039200,0.0005742600,-0.0000292615,-0.0000430037,262.6680000000,123.3750000000,72.9482000000,28.4119000000
341.7840000000,142.7030000000,387.3600000000,266.0240000000,0.5930000000,-0.0055100000,-0.0148000000,0.0011978500,0.0005672130,-0.0000092815,-0.0000235397,262.6530000000,123.1100000000,76.9395000000,32.2251000000
342.1180000000,143.3440000000,388.0820000000,265.3020000000,0.5940000000,0.0016600000,-0.0118000000,0.0011883600,0.0005626800,0.0000123586,-0.0000023909,261.9930000000,123.5080000000,81.0697000000,36.5743000000
342.4490000000,143.9850000000,388.8050000000,264.5790000000,0.5950000000,0.0091300000,-0.0086300000,0.0011788200,0.0005581970,0.0000340024,0.0000187613,261.3230000000,123.9180000000,85.1973000000,40.9275000000
342.7780000000,144.6280000000,389.5270000000,263.8570000000,0.5960000000,0.0169000000,-0.0053600000,0.0011651800,0.0005569050,0.0000572784,0.0000415805,259.8610000000,125.1380000000,89.4140000000,45.8576000000
343.1050000000,145.2730000000,390.2490000000,263.1350000000,0.5970000000,0.0250000000,-0.0019600000,0.0011516000,0.0005555670,0.0000805580,0.0000644027,258.4090000000,126.3490000000,93.6344000000,50.7852000000
343.4290000000,145.9180000000,390.9710000000,262.4130000000,0.5980000000,0.0333000000,0.0015500000,0.0011333600,0.0005580200,0.0001053970,0.0000888353,256.0390000000,128.4990000000,97.8911000000,56.3168000000
343.7510000000,146.5640000000,391.6940000000,261.6900000000,0.5990000000,0.0419000000,0.0051700000,0.0011150900,0.0005604990,0.0001302420,0.0001132720,253.6620000000,130.6550000000,102.1470000000,61.8509000000
344.0710000000,147.2120000000,392.4160000000,260.9680000000,0.6010000000,0.0508000000,0.0088900000,0.0010915300,0.0005674760,0.0001565290,0.0001392160,250.2180000000,133.8990000000,106.3710000000,68.0129000000
344.3880000000,147.8610000000,393.1380000000,260.2460000000,0.6020000000,0.0600000000,0.0127000000,0.0010679800,0.0005744540,0.0001828210,0.0001651650,246.7740000000,137.1440000000,110.5970000000,74.1761000000
344.7030000000,148.5110000000,393.8600000000,259.5240000000,0.6030000000,0.0694000000,0.0166000000,0.0010383500,0.0005868060,0.0002103850,0.0001924670,242.0800000000,141.6590000000,114.7010000000,80.9910000000
345.0160000000,149.1620000000,394.5830000000,258.8010000000,0.6040000000,0.0790000000,0.0206000000,0.0010087300,0.0005991470,0.0002379550,0.0002197740,237.3890000000,146.1710000000,118.8080000000,87.8062000000
345.3260000000,149.8140000000,395.3050000000,258.0790000000,0.6050000000,0.0889000000,0.0246000000,0.0009724280,0.0006176170,0.0002665610,0.0002482170,231.2960000000,152.1060000000,122.7010000000,95.2752000000
345.6340000000,150.4670000000,396.0270000000,257.3570000000,0.6060000000,0.0989000000,0.0287000000,0.0009361290,0.0006360790,0.0002951730,0.0002766660,225.2050000000,158.0390000000,126.5960000000,102.7450000000
345.9390000000,151.1220000000,396.7490000000,256.6350000000,0.6070000000,0.1090000000,0.0328000000,0.0008923570,0.0006616330,0.0003245140,0.0003059630,217.5190000000,165.5870000000,130.1590000000,110.8690000000
346.2430000000,151.7770000000,397.4720000000,255.9120000000,0.6080000000,0.1190000000,0.0370000000,0.0008485730,0.0006871940,0.0003538630,0.0003352670,209.8310000000,173.1370000000,133.7220000000,118.9950000000
346.5440000000,152.4340000000,398.1940000000,255.1900000000,0.6090000000,0.1300000000,0.0411000000,0.0007966510,0.0007207370,0.0003835540,0.0003650530,200.3770000000,182.4730000000,136.8240000000,127.7530000000
346.8420000000,153.0910000000,398.9160000000,254.4680000000,0.6110000000,0.1400000000,0.0453000000,0.0007417310,0.0007571850,0.0004133750,0.0003949510,190.2730000000,192.4550000000,139.7570000000,136.7270000000
347.3640000000,154.2520000000,400.1880000000,253.1960000000,0.6120000000,0.1580000000,0.0525000000,0.0006527470,0.0008143590,0.0004651570,0.0004470670,174.1310000000,208.4570000000,145.2710000000,151.9510000000
347.8840000000,155.4130000000,401.4610000000,251.9230000000,0.6140000000,0.1770000000,0.0596000000,0.0005670500,0.0008682620,0.0005169290,0.0004992070,158.7100000000,223.7420000000,150.9990000000,166.9640000000
348.4020000000,156.5750000000,402.7330000000,250.6510000000,0.6160000000,0.1940000000,0.0665000000,0.0005059430,0.0008995020,0.0005658140,0.0005487940,148.5030000000,233.8770000000,157.7140000000,179.9220000000
348.9170000000,157.7390000000,404.0050000000,249.3790000000,0.6180000000,0.2110000000,0.0731000000,0.0004448550,0.0009307590,0.0006146400,0.0005983190,138.2960000000,244.0120000000,164.4170000000,192.8670000000
349.4290000000,158.9030000000,405.2780000000,248.1060000000,0.6200000000,0.2280000000,0.0793000000,0.0004043170,0.0009443000,0.0006590870,0.0006436630,132.3170000000,249.9780000000,171.5130000000,203.7260000000
349.9390000000,160.0690000000,406.5500000000,246.8340000000,0.6220000000,0.2430000000,0.0852000000,0.0003637320,0.0009579160,0.0007034880,0.0006889590,126.3250000000,255.9570000000,178.5950000000,214.5790000000
350.4470000000,161.2360000000,407.8220000000,245.5620000000,0.6240000000,0.2580000000,0.0907000000,0.0003397460,0.0009582750,0.0007426600,0.0007291170,123.6360000000,258.6830000000,185.6230000000,223.4280000000
350.9520000000,162.4030000000,409.0950000000,244.2890000000,0.6260000000,0.2720000000,0.0958000000,0.0003157230,0.0009586920,0.0007817960,0.0007692380,120.9370000000,261.4210000000,192.6400000000,232.2740000000
351.4540000000,163.5720000000,410.3670000000,243.0170000000,0.6280000000,0.2850000000,0.1000000000,0.0003047150,0.0009496320,0.0008153510,0.0008037920,120.7300000000,261.7080000000,199.2890000000,239.2710000000
351.9550000000,164.7420000000,411.6390000000,241.7450000000,0.6300000000,0.2970000000,0.1050000000,0.0002936210,0.0009406770,0.0008488790,0.0008383190,120.5020000000,262.0160000000,205.9260000000,246.2690000000
352.4520000000,165.9130000000,412.9120000000,240.4720000000,0.6320000000,0.3080000000,0.1080000000,0.0002922780,0.0009254800,0.0008768420,0.0008672380,122.0510000000,260.5830000000,211.9840000000,251.6220000000
352.9470000000,167.0850000000,414.1840000000,239.2000000000,0.6340000000,0.3180000000,0.1120000000,0.0002909450,0.0009102850,0.0009047860,0.0008961380,123.6000000000,259.1490000000,218.0370000000,256.9720000000
353.4400000000,168.2580000000,415.4560000000,237.9280000000,0.6360000000,0.3270000000,0.1150000000,0.0002966760,0.0008913480,0.0009274410,0.0009196720,126.3530000000,256.5380000000,223.3940000000,260.8960000000
353.9300000000,169.4320000000,416.7290000000,236.6550000000,0.6380000000,0.3350000000,0.1170000000,0.0003024050,0.0008724190,0.0009500840,0.0009431930,129.1060000000,253.9290000000,228.7480000000,264.8170000000
354.4180000000,170.6080000000,418.0010000000,235.3830000000,0.6400000000,0.3420000000,0.1200000000,0.0003128770,0.0008517770,0.0009678870,0.0009617770,132.5810000000,250.6180000000,233.3520000000,267.5410000000
354.9030000000,171.7840000000,419.2730000000,234.1110000000,0.6420000000,0.3490000000,0.1220000000,0.0003232890,0.0008311990,0.0009856830,0.0009803530,136.0430000000,247.3200000000,237.9490000000,270.2670000000
355.3860000000,172.9610000000,420.5460000000,232.8380000000,0.6440000000,0.3540000000,0.1230000000,0.0003366950,0.0008103010,0.0009991900,0.0009945330,139.8800000000,243.6620000000,241.8020000000,272.0050000000
355.8660000000,174.1390000000,421.8180000000,231.5660000000,0.6460000000,0.3590000000,0.1240000000,0.0003500660,0.0007894390,0.0010127000,0.0010087100,143.7090000000,240.0110000000,245.6520000000,273.7450000000
356.3440000000,175.3190000000,423.0910000000,230.2930000000,0.6480000000,0.3640000000,0.1250000000,0.0003649010,0.0007694080,0.0010225100,0.0010190900,147.6160000000,236.2930000000,248.7860000000,274.7050000000
356.8190000000,176.4990000000,424.3630000000,229.0210000000,0.6490000000,0.3680000000,0.1260000000,0.0003797410,0.0007493720,0.0010323200,0.0010294600,151.5250000000,232.5740000000,251.9210000000,275.6640000000
357.2920000000,177.6800000000,425.6350000000,227.7490000000,0.6510000000,0.3710000000,0.1270000000,0.0003948790,0.0007309520,0.0010390400,0.0010366400,155.2950000000,228.9990000000,254.3970000000,276.0280000000
357.7620000000,178.8620000000,426.9080000000,226.4760000000,0.6530000000,0.3740000000,0.1270000000,0.0004099610,0.0007125850,0.0010457600,0.0010438200,159.0530000000,225.4360000000,256.8690000000,276.3950000000
358.2290000000,180.0460000000,428.1800000000,225.2040000000,0.6550000000,0.3760000000,0.1270000000,0.0004246560,0.0006961580,0.0010499700,0.0010483900,162.5600000000,222.1270000000,258.7620000000,276.3160000000
358.6950000000,181.2300000000,429.4520000000,223.9320000000,0.6570000000,0.3780000000,0.1270000000,0.0004393580,0.0006797220,0.0010541800,0.0010529600,166.0690000000,218.8160000000,260.6560000000,276.2370000000
359.1570000000,182.4150000000,430.7250000000,222.6590000000,0.6590000000,0.3790000000,0.1270000000,0.0004530990,0.0006654680,0.0010564000,0.0010554600,169.2350000000,215.8480000000,262.0500000000,275.8470000000
359.6170000000,183.6010000000,431.9970000000,221.3870000000,0.6610000000,0.3800000000,0.1270000000,0.0004667800,0.0006512710,0.0010586200,0.0010579600,172.3880000000,212.8920000000,263.4410000000,275.4610000000
360.0750000000,184.7890000000,433.2690000000,220.1150000000,0.6630000000,0.3810000000,0.1260000000,0.0004790170,0.0006394410,0.0010593300,0.0010588800,175.1240000000,210.3530000000,264.4030000000,274.8810000000
360.5300000000,185.9770000000,434.5420000000,218.8420000000,0.6650000000,0.3820000000,0.1260000000,0.0004912840,0.0006275800,0.0010600400,0.0010597900,177.8670000000,207.8060000000,265.3690000000,274.3010000000
360.9830000000,187.1660000000,435.8140000000,217.5700000000,0.6670000000,0.3830000000,0.1250000000,0.0005021350,0.0006178060,0.0010596400,0.0010595400,180.2260000000,205.6410000000,265.9960000000,273.6000000000
361.4330000000,188.3560000000,437.0860000000,216.2980000000,0.6690000000,0.3830000000,0.1240000000,0.0005129660,0.0006080490,0.0010592500,0.0010592900,182.5800000000,203.4800000000,266.6240000000,272.9020000000
361.8800000000,189.5470000000,438.3590000000,215.0250000000,0.6710000000,0.3830000000,0.1240000000,0.0005221350,0.0006004120,0.0010580800,0.0010582200,184.5190000000,201.7310000000,266.9730000000,272.1640000000
362.3250000000,190.7390000000,439.6310000000,213.7530000000,0.6730000000,0.3830000000,0.1230000000,0.0005313140,0.0005927620,0.0010569300,0.0010571600,186.4600000000,199.9800000000,267.3230000000,271.4260000000
362.7680000000,191.9320000000,440.9030000000,212.4810000000,0.6750000000,0.3830000000,0.1220000000,0.0005389750,0.0005869140,0.0010552800,0.0010555700,188.0350000000,198.5900000000,267.4670000000,270.6910000000
363.2080000000,193.1260000000,442.1760000000,211.2080000000,0.6770000000,0.3830000000,0.1210000000,0.0005466030,0.0005810950,0.0010536400,0.0010539800,189.6030000000,197.2070000000,267.6100000000,269.9590000000
363.6450000000,194.3210000000,443.4480000000,209.9360000000,0.6790000000,0.3830000000,0.1210000000,0.0005527690,0.0005768850,0.0010517400,0.0010521100,190.8330000000,196.1570000000,267.5980000000,269.2680000000
364.0800000000,195.5160000000,444.7200000000,208.6640000000,0.6810000000,0.3820000000,0.1200000000,0.0005589450,0.0005726620,0.0010498400,0.0010502300,192.0650000000,195.1060000000,267.5870000000,268.5780000000
364.5130000000,196.7130000000,445.9930000000,207.3910000000,0.6830000000,0.3820000000,0.1190000000,0.0005638420,0.0005697580,0.0010478500,0.0010482400,193.0100000000,194.3360000000,267.4720000000,267.9500000000
364.9420000000,197.9100000000,447.2650000000,206.1190000000,0.6850000000,0.3820000000,0.1180000000,0.0005687000,0.0005668910,0.0010458600,0.0010462600,193.9470000000,193.5760000000,267.3550000000,267.3240000000
365.3700000000,199.1090000000,448.5370000000,204.8470000000,0.6860000000,0.3810000000,0.1170000000,0.0005724030,0.0005651420,0.0010439000,0.0010442900,194.6320000000,193.0610000000,267.1700000000,266.7770000000
365.7940000000,200.3080000000,449.8100000000,203.5740000000,0.6880000000,0.3810000000,0.1160000000,0.0005761320,0.0005633650,0.0010419500,0.0010423300,195.3220000000,192.5410000000,266.9870000000,266.2280000000
